tweet,tweet_is_directed_at,emotion,character_count,word_count,is_tweet_negative,is_apple,number_of_mentions,hashtags_count,average_word_length
"iPad2? Waste of money, fam! 😩 Not worth it! #iPad2",iPad2,negative,51,10,1,1,0,1,4.2
This Android App is straight-up trash! Can't even open it! 😤 #AndroidApp,Android App,negative,73,12,1,0,0,1,5.166666667
"#iTunes, your prices are outta control! Highway robbery! 🤬",iTunes,negative,59,9,1,1,0,1,5.666666667
This iPad's battery life is a joke! Can't even last a few hours! 😡 #iPad,iPad,negative,73,15,1,1,0,1,3.933333333
My iPhone's battery is trash! Always dying on me! 😠 #iPhone,iPhone,negative,60,11,1,1,0,1,4.545454545
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total waste! Boring AF! 🙄 #SXSW,SXSW,negative,43,9,1,0,0,1,3.888888889
This iPad App is the worst thing ever! Constant crashes! 😤 #iPadApp,iPad or iPhone App,negative,68,12,1,1,0,1,4.75
"#Android, your software updates are the worst! Always messing up! 😠",Android,negative,68,11,1,0,0,1,5.272727273
"#Google, your latest update is driving me insane! 😩",Google,negative,52,9,1,0,0,1,4.888888889
"Google Circles? Seriously, who thought that was a good idea? 😒 #GoogleCircles",Google Circles,negative,78,12,1,0,0,1,5.583333333
"#GoogleMaps, you need to get your directions right! 😡",Google Maps,negative,54,9,1,0,0,1,5.111111111
iPad2? Waste of money! 🤬 Not worth the cash! #iPad2,iPad2,negative,52,10,1,1,0,1,4.3
This Android App is trash! Can't even load properly! 😤 #AndroidApp,Android App,negative,67,11,1,0,0,1,5.181818182
"#iTunes, your prices are outrageous! I can't even! 🙄",iTunes,negative,53,9,1,1,0,1,5
This iPad is so slow! It's infuriating! 😡 #iPad,iPad,negative,48,9,1,1,0,1,4.444444444
My iPhone's battery life is a disaster! Always on low! 😠 #iPhone,iPhone,negative,65,12,1,1,0,1,4.5
"#Google, your customer service is non-existent! Can't even reach anyone! 😒",Google,negative,75,11,1,0,0,1,5.909090909
"SXSW was a letdown, man! Not as lit as I hoped! 🙄 #SXSW",SXSW,negative,56,13,1,0,0,1,3.384615385
This iPad App is a disaster! So many glitches! 😤 #iPadApp,iPad or iPhone App,negative,58,11,1,1,0,1,4.363636364
"#Android, your user interface is confusing as heck! 😠",Android,negative,54,9,1,0,0,1,5.111111111
"#Google, your latest update is a mess! Fix it, please! 😩",Google,negative,57,11,1,0,0,1,4.272727273
Google Circles? Nobody cares about that feature! 😒 #GoogleCircles,Google Circles,negative,66,9,1,0,0,1,6.444444444
"#GoogleMaps, you sent me on a wild goose chase! Not cool! 😠",Google Maps,negative,60,12,1,0,0,1,4.083333333
"iPad2? Don't waste your money, bro! 🙅‍♂️ #iPad2",iPad2,negative,48,8,1,1,0,1,5.125
This Android App is pure trash! Can't even load! 😠 #AndroidApp,Android App,negative,63,11,1,0,0,1,4.818181818
"#iTunes, your prices are highway robbery! 😤",iTunes,negative,44,7,1,1,0,1,5.428571429
This iPad's battery life is laughable! Can't even get through the day! 😡 #iPad,iPad,negative,79,14,1,1,0,1,4.714285714
My iPhone's battery life is a joke! Always dying on me! 😠 #iPhone,iPhone,negative,66,13,1,1,0,1,4.153846154
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total snoozefest! So overrated! 🙄 #SXSW,SXSW,negative,51,9,1,0,0,1,4.777777778
This iPad App is hot garbage! Nothing but glitches! 😠 #iPadApp,iPad or iPhone App,negative,63,11,1,1,0,1,4.818181818
"#Android, your user interface is confusing AF! Can't figure it out! 🤔",Android,negative,70,12,1,0,0,1,4.916666667
"#Google, your latest update is a total disaster! 😡",Google,negative,51,9,1,0,0,1,4.777777778
Google Circles? Ain't nobody got time for that! 🙄 #GoogleCircles,Google Circles,negative,65,10,1,0,0,1,5.6
"#GoogleMaps, you led me in circles! Lost and frustrated! 😤",Google Maps,negative,59,10,1,0,0,1,5
"iPad2? Waste of money, fam! 😩 Not worth it! #iPad2",iPad2,negative,51,10,1,1,0,1,4.2
This Android App is straight-up trash! Can't even open it! 😤 #AndroidApp,Android App,negative,73,12,1,0,0,1,5.166666667
"#iTunes, your prices are outta control! Highway robbery! 🤬",iTunes,negative,59,9,1,1,0,1,5.666666667
This iPad's battery life is a joke! Can't even last a few hours! 😡 #iPad,iPad,negative,73,15,1,1,0,1,3.933333333
My iPhone's battery is trash! Always dying on me! 😠 #iPhone,iPhone,negative,60,11,1,1,0,1,4.545454545
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total waste! Boring AF! 🙄 #SXSW,SXSW,negative,43,9,1,0,0,1,3.888888889
This iPad App is the worst thing ever! Constant crashes! 😤 #iPadApp,iPad or iPhone App,negative,68,12,1,1,0,1,4.75
"#Android, your software updates are the worst! Always messing up! 😠",Android,negative,68,11,1,0,0,1,5.272727273
"#Google, your latest update is driving me insane! 😩",Google,negative,52,9,1,0,0,1,4.888888889
"Google Circles? Seriously, who thought that was a good idea? 😒 #GoogleCircles",Google Circles,negative,78,12,1,0,0,1,5.583333333
"#GoogleMaps, you need to get your directions right! 😡",Google Maps,negative,54,9,1,0,0,1,5.111111111
iPad2? Waste of money! 🤬 Not worth the cash! #iPad2,iPad2,negative,52,10,1,1,0,1,4.3
This Android App is trash! Can't even load properly! 😤 #AndroidApp,Android App,negative,67,11,1,0,0,1,5.181818182
"#iTunes, your prices are outrageous! I can't even! 🙄",iTunes,negative,53,9,1,1,0,1,5
This iPad is so slow! It's infuriating! 😡 #iPad,iPad,negative,48,9,1,1,0,1,4.444444444
My iPhone's battery life is a disaster! Always on low! 😠 #iPhone,iPhone,negative,65,12,1,1,0,1,4.5
"#Google, your customer service is non-existent! Can't even reach anyone! 😒",Google,negative,75,11,1,0,0,1,5.909090909
"SXSW was a letdown, man! Not as lit as I hoped! 🙄 #SXSW",SXSW,negative,56,13,1,0,0,1,3.384615385
This iPad App is a disaster! So many glitches! 😤 #iPadApp,iPad or iPhone App,negative,58,11,1,1,0,1,4.363636364
"#Android, your user interface is confusing as heck! 😠",Android,negative,54,9,1,0,0,1,5.111111111
"#Google, your latest update is a mess! Fix it, please! 😩",Google,negative,57,11,1,0,0,1,4.272727273
Google Circles? Nobody cares about that feature! 😒 #GoogleCircles,Google Circles,negative,66,9,1,0,0,1,6.444444444
"#GoogleMaps, you sent me on a wild goose chase! Not cool! 😠",Google Maps,negative,60,12,1,0,0,1,4.083333333
"iPad2? Don't waste your money, bro! 🙅‍♂️ #iPad2",iPad2,negative,48,8,1,1,0,1,5.125
This Android App is pure trash! Can't even load! 😠 #AndroidApp,Android App,negative,63,11,1,0,0,1,4.818181818
"#iTunes, your prices are highway robbery! 😤",iTunes,negative,44,7,1,1,0,1,5.428571429
This iPad's battery life is laughable! Can't even get through the day! 😡 #iPad,iPad,negative,79,14,1,1,0,1,4.714285714
My iPhone's battery life is a joke! Always dying on me! 😠 #iPhone,iPhone,negative,66,13,1,1,0,1,4.153846154
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total snoozefest! So overrated! 🙄 #SXSW,SXSW,negative,51,9,1,0,0,1,4.777777778
This iPad App is hot garbage! Nothing but glitches! 😠 #iPadApp,iPad or iPhone App,negative,63,11,1,1,0,1,4.818181818
"#Android, your user interface is confusing AF! Can't figure it out! 🤔",Android,negative,70,12,1,0,0,1,4.916666667
"#Google, your latest update is a total disaster! 😡",Google,negative,51,9,1,0,0,1,4.777777778
Google Circles? Ain't nobody got time for that! 🙄 #GoogleCircles,Google Circles,negative,65,10,1,0,0,1,5.6
"#GoogleMaps, you led me in circles! Lost and frustrated! 😤",Google Maps,negative,59,10,1,0,0,1,5
"iPad2? Waste of money, fam! 😩 Not worth it! #iPad2",iPad2,negative,51,10,1,1,0,1,4.2
This Android App is straight-up trash! Can't even open it! 😤 #AndroidApp,Android App,negative,73,12,1,0,0,1,5.166666667
"#iTunes, your prices are outta control! Highway robbery! 🤬",iTunes,negative,59,9,1,1,0,1,5.666666667
This iPad's battery life is a joke! Can't even last a few hours! 😡 #iPad,iPad,negative,73,15,1,1,0,1,3.933333333
My iPhone's battery is trash! Always dying on me! 😠 #iPhone,iPhone,negative,60,11,1,1,0,1,4.545454545
"#Google, your product quality is going downhill! 😩",Google,negative,51,8,1,0,0,1,5.5
SXSW was a total waste! Boring AF! 🙄 #SXSW,SXSW,negative,43,9,1,0,0,1,3.888888889
This iPad App is the worst thing ever! Constant crashes! 😤 #iPadApp,iPad or iPhone App,negative,68,12,1,1,0,1,4.75
"#Android, your software updates are the worst! Always messing up! 😠",Android,negative,68,11,1,0,0,1,5.272727273
"#Google, your latest update is driving me insane! 😩",Google,negative,52,9,1,0,0,1,4.888888889
"Google Circles? Seriously, who thought that was a good idea? 😒 #GoogleCircles",Google Circles,negative,78,12,1,0,0,1,5.583333333
"#GoogleMaps, you need to get your directions right! 😡",Google Maps,negative,54,9,1,0,0,1,5.111111111
iPad2? Waste of money! 🤬 Not worth the cash! #iPad2,iPad2,negative,52,10,1,1,0,1,4.3
This Android App is trash! Can't even load properly! 😤 #AndroidApp,Android App,negative,67,11,1,0,0,1,5.181818182
"#iTunes, your prices are outrageous! I can't even! 🙄",iTunes,negative,53,9,1,1,0,1,5
This iPad is so slow! It's infuriating! 😡 #iPad,iPad,negative,48,9,1,1,0,1,4.444444444
My iPhone's battery life is a disaster! Always on low! 😠 #iPhone,iPhone,negative,65,12,1,1,0,1,4.5
"#Google, your customer service is non-existent! Can't even reach anyone! 😒",Google,negative,75,11,1,0,0,1,5.909090909
"SXSW was a letdown, man! Not as lit as I hoped! 🙄 #SXSW",SXSW,negative,56,13,1,0,0,1,3.384615385
This iPad App is a disaster! So many glitches! 😤 #iPadApp,iPad or iPhone App,negative,58,11,1,1,0,1,4.363636364
"#Android, your user interface is confusing as heck! 😠",Android,negative,54,9,1,0,0,1,5.111111111
"iPhone's GPS is a hot mess! Thinks I'm in Yonkers instead of Austin. Come on, Apple! 😡 #iPhone #GPSFail",iPhone,negative,104,19,1,1,0,2,4.526315789
"Seriously, do we really need Google Circles at #SXSW? Facebook will copy it anyway. #GoogleCircles",Google Circles,negative,98,15,1,0,0,2,5.6
"Hey Marissa Mayer, how about telling us something new at #SXSW? Tired of old Google products. 🙄 #Google",Google,negative,104,18,1,0,0,2,4.833333333
Gmail and other Google services acting up at #SXSW. Not impressed! 😒 #GmailIssues,Gmail,negative,82,13,1,0,0,2,5.384615385
"Android SXSW Go app can't sync schedules properly. Fix it, please! #SXSW #AndroidApp",Android SXSW Go App,negative,84,13,1,0,0,2,5.538461538
"Anyone else with an iPhone getting the ""could not activate cellular data network"" error at #SXSW? #iPhone",iPhone,negative,105,17,1,1,0,2,5.235294118
#Circles set to fail for being too complicated by June. Google's new social network #GoogleCircles #SXSW,Google Circles,negative,104,16,1,0,0,3,5.5625
Why choose iPad2 when you could get a MacBook Air for the same price? #iPad2 #SXSW,iPad2,negative,82,16,1,1,0,2,4.1875
"According to Kara Swisher, Apple is the classiest fascist company. Not a good combo. #SXSW #Apple",Apple,negative,97,16,1,1,0,2,5.125
Resetting my Android phone after the first day of #SXSW. Too much for it to handle. 😓 #AndroidPhone,Android,negative,100,18,1,0,0,2,4.611111111
Just saw someone take a picture with an iPad 2. Looks as ridiculous as ever. #iPad2 #SXSW,iPad2,negative,89,17,1,1,0,2,4.294117647
Everyone with an iPad looks like they're stuck in the '80s with a brick phone. 🤣 #iPad #SXSW,iPad,negative,93,18,1,1,0,2,4.222222222
New #UberSocial for #iPhone at the App Store includes UberGuide to #SXSW. Not impressed! 😒 #UberSocial,iPhone,negative,103,16,1,1,0,4,5.5
Google possibly launching another social media service - again... #SXSW #Google,Google,negative,79,11,1,0,0,2,6.272727273
"Google lost its way, caring more for business than users. #Google #UserExperience #SXSW",Google,negative,87,13,1,0,0,3,5.769230769
Mistakes made building @mention for iPhone at #SXSW. Not up to par. 😕 #iPhone #AppDevelopment,iPhone,negative,94,15,1,1,1,3,5.333333333
Mistakes made building Netflix for iPhone at #SXSW. Disappointing. 🤦‍♀️ #Netflix #AppDevelopment,Netflix,negative,97,12,1,1,0,3,7.166666667
Line too long at the Apple Store SXSW. Not worth the wait. 🙄 #SXSW #AppleStore,Apple Store SXSW,negative,79,15,1,1,0,2,4.333333333
"Apple iPad 2 Launch was a failure, poor planning on Apple's part. #iPad2 #SXSW",iPad2,negative,78,14,1,1,0,2,4.642857143
Massive #SXSW fail running out of #iPad2! Unacceptable. 😡 #iPad2,iPad2,negative,65,10,1,1,0,3,5.6
Gen 1 iPhone not cutting it at #SXSW anymore. Time for an upgrade. 📱 #iPhone,iPhone,negative,77,15,1,1,0,2,4.2
"People at #SXSW glued to their iPhones, causing chaos everywhere. Look where you're going! 🤬 #iPhone",iPhone,negative,101,16,1,1,0,2,5.375
"@mention client for Android acting up lately. Come on, @mention, fix it! #SXSW #AndroidIssues",Android,negative,93,14,1,0,2,2,5.714285714
"Off to get my badge, food, and drink, but my @mention iPhone isn't roaming at #SXSW. Ugh! 😩 #iPhone",iPhone,negative,100,19,1,1,1,2,4.315789474
"The iPad 2 turns you into a douchebag. Really, it does. #iPad2 #SXSW",iPad2,negative,68,13,1,1,0,2,4.307692308
The line for the pop-up #SXSW Apple Store is ridiculous. Nothing worth waiting for! 😒 #AppleStore,Apple Store,negative,98,16,1,1,0,2,5.1875
Conference rooms at #SXSW look like Apple ads. Where's the diversity? 🤔 #SXSW #AppleAds,Apple,negative,88,14,1,1,0,3,5.357142857
"#SXSW Go app acting up on Android. Come on, fix it! #AndroidIssues",Android SXSW Go App,negative,66,12,1,0,0,2,4.583333333
"Trying to install @mention on my iPhone, but it crashes every time. Annoying! 😠 #SXSW #iPhone",iPhone,negative,94,16,1,1,1,2,4.9375
"Just watched ""iPad Design Headaches"" at #SXSW. Buttons are a mess. Not impressed. 🙄 #iPad #AppDesign",iPad,negative,101,16,1,1,0,3,5.375
Fleets of nerds with iPads at #SXSW navigating through crowds. Not cool! 😒 #iPad #SXSW,iPad,negative,87,15,1,1,0,3,4.866666667
"Twitter for iPhone needs a ""remove hashtags"" option. #Twitter #iPhone #AnnoyingHashtags #SXSW",iPhone,negative,93,12,1,1,0,4,6.833333333
Deleting the #SXSW iPhone app! It's useless! 🙅‍♀️ #SXSWApp,iPhone,negative,59,9,1,1,0,2,5.666666667
The Apple #SXSW Pop-up Store is like a crack house for Mac addicts. 😆 #AppleStore #SXSW,Apple Store,negative,88,16,1,1,0,3,4.5625
Kara Swisher called Apple the classiest fascist company. Not impressed. 🙅‍♂️ #SXSW #Apple,Apple,negative,90,13,1,1,0,2,6
"Oh no, another way to talk nonsense on the net. Google's new social network called Circles. #GoogleCircles #SXSW",Google Circles,negative,112,18,1,0,0,2,5.277777778
Journalists at #SXSW can't afford Google TV. Not surprising. 😂 #GoogleTV #SXSW,Google TV,negative,79,12,1,0,0,3,5.666666667
Daylight Saving Time coming. Will iPhone users be late at #SXSW on Sunday? #iPhone #DST,iPhone,negative,87,15,1,1,0,3,4.866666667
"Google Hotpot: Not as good as other services, but they'll force it on you. #GoogleHotpot #SXSW",Google Hotpot,negative,94,16,1,0,0,2,4.9375
"Google recreated Pac-Man code for their doodle, bugs included. Attention to detail fail. #GoogleDoodles #SXSW",Google Doodles,negative,109,15,1,0,0,2,6.333333333
iPhone battery going quickly at #SXSW. Need a portable charger like the guy behind me! 🔋 #iPhone,iPhone,negative,97,17,1,1,0,2,4.764705882
"Wow, iPad, you need a major upgrade! Even Rebecca Black has more substance than you. 😆 #iPad #RebeccaBlack #SXSW",iPad,negative,113,19,1,1,0,3,5
We're so ungrateful with too much stuff to play with. Turn off your iPhone now and then. 🤳 #iPhone #SXSW,iPhone,negative,105,20,1,1,0,2,4.3
Bad news update: the pop-up Apple Store is out of iPads! No luck tomorrow. 😞 #SXSW #AppleStore,Apple Store,negative,95,17,1,1,0,2,4.647058824
Google's patent doesn't mean they use it. #Google #PatentFail #SXSW,Google,negative,67,10,1,0,0,3,5.8
Don't upgrade iPad to the newest iOS yet. TweetDeck is unstable. #iPad #TweetDeck #SXSW,iPad,negative,87,14,1,1,0,3,5.285714286
No need to wait 4-5 weeks for an iPad 2 at the #AppleATXdt pop-up! Shipments daily. #iPad2 #SXSW,iPad2,negative,96,18,1,1,0,3,4.388888889
ProTip: Avoid the Austin-area Apple stores on Friday. #SXSW #AppleStore,Apple Store,negative,71,10,1,1,0,2,6.2
